Name,Value,Timestamp,Step
"test_f1_score",0.7268393449785912,1621626447366,1
"test_accuracy",0.7382075019646177,1621626447366,1
"test_f1_std",0.01613177923868705,1621626447366,1
"test_accuracy_std",0.013904512701618568,1621626447366,1
